shift_id,timestamp,weather_condition,visibility_meters,temperature_celsius,wind_speed_kmph,worker_fatigue_hours,overtime_workers_count,equipment_fault_count,communication_failure_count,active_staff_count,aircraft_on_ramp_count,day_traffic_profile,safety_risk_score,risk_category
JED-SHIFT-12095,2036-03-14T08:00:00Z,CLEAR,9094,24.8,6.0,4.8,2,0,0,94,9,WEEKEND_RUSH,0.34,LOW_RISK
JED-SHIFT-39271,2061-01-01T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,200,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-33472,2055-09-17T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,201,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-36948,2058-11-18T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,227,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-08006,2032-06-20T08:00:00Z,CLEAR,9005,26.0,15.0,0.0,1,1,1,85,8,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-31438,2053-11-08T00:00:00Z,DUST_HAZE,5037,37.0,27.0,5.0,7,2,1,177,23,WEEKEND_RUSH,0.67,MODERATE_RISK
JED-SHIFT-04511,2029-04-12T08:00:00Z,CLEAR,9510,20.0,15.0,0.0,2,0,0,70,9,WEEKDAY_CALM,0.3,LOW_RISK
JED-SHIFT-34373,2056-07-13T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,202,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-21961,2045-03-16T00:00:00Z,DUST_HAZE,4560,30.0,15.0,4.0,5,2,1,140,20,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-27311,2050-02-01T08:00:00Z,CLEAR,3910,30.0,25.0,6.0,5,3,2,130,15,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-26079,2048-12-17T16:00:00Z,CLEAR,5678,38.0,23.0,6.0,8,4,3,178,15,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-04154,2028-12-14T08:00:00Z,CLEAR,9153,23.6,19.5,3.6,1,1,1,73,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-07409,2031-12-04T08:00:00Z,CLEAR,9408,29.6,19.5,3.6,0,0,0,88,3,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-34473,2056-08-15T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,202,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-28416,2051-02-04T16:00:00Z,CLEAR,5015,35.0,20.0,7.0,5,4,3,115,21,WEEKEND_RUSH,0.65,MODERATE_RISK
JED-SHIFT-23795,2046-11-17T08:00:00Z,CLEAR,3394,34.0,19.0,6.0,9,3,2,134,25,WEEKEND_RUSH,0.64,MODERATE_RISK
JED-SHIFT-29485,2052-01-27T00:00:00Z,DUST_HAZE,3084,34.0,24.0,4.0,9,2,1,144,25,WEEKEND_RUSH,0.64,MODERATE_RISK
JED-SHIFT-14302,2038-03-20T00:00:00Z,CLEAR,9301,21.2,9.0,1.2,1,1,1,81,8,WEEKEND_RUSH,0.21,LOW_RISK
JED-SHIFT-19439,2042-11-26T08:00:00Z,CLEAR,9438,29.6,19.5,3.6,2,0,0,118,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-06670,2031-04-02T00:00:00Z,CLEAR,9669,30.8,13.5,4.8,1,1,1,69,8,WEEKDAY_CALM,0.29,LOW_RISK
JED-SHIFT-10575,2034-10-24T16:00:00Z,CLEAR,9574,24.8,21.0,4.8,2,0,0,74,9,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-02588,2027-07-11T08:00:00Z,CLEAR,9587,28.4,10.5,2.4,3,1,1,67,6,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-29285,2051-11-21T08:00:00Z,CLEAR,5884,34.0,19.0,4.0,9,3,2,104,15,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-03141,2028-01-11T16:00:00Z,CLEAR,9140,20.0,7.5,0.0,0,0,0,80,7,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-23279,2046-05-29T08:00:00Z,CLEAR,5878,38.0,28.0,6.0,8,3,2,178,15,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-15724,2039-07-07T00:00:00Z,CLEAR,9723,23.6,4.5,3.6,3,1,1,63,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-11893,2036-01-07T00:00:00Z,CLEAR,9892,22.4,18.0,2.4,0,0,0,72,7,WEEKDAY_CALM,0.32,LOW_RISK
JED-SHIFT-09210,2033-07-26T16:00:00Z,CLEAR,9209,30.8,21.0,4.8,1,1,1,89,4,WEEKDAY_CALM,0.29,LOW_RISK
JED-SHIFT-04226,2029-01-07T08:00:00Z,CLEAR,9225,26.0,15.0,0.0,1,1,1,85,4,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-16521,2040-03-28T16:00:00Z,CLEAR,9520,20.0,7.5,0.0,0,0,0,80,3,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-28721,2051-05-17T08:00:00Z,CLEAR,5320,30.0,25.0,4.0,5,3,2,100,18,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-18458,2042-01-03T08:00:00Z,CLEAR,9457,28.4,10.5,2.4,1,1,1,97,4,WEEKEND_RUSH,0.37,LOW_RISK
JED-SHIFT-23751,2046-11-02T16:00:00Z,CLEAR,3350,30.0,20.0,6.0,5,4,3,170,21,WEEKEND_RUSH,0.6,MODERATE_RISK
JED-SHIFT-02022,2027-01-03T16:00:00Z,CLEAR,9021,21.2,16.5,1.2,1,1,1,101,8,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-21880,2045-02-17T00:00:00Z,DUST_HAZE,4479,39.0,24.0,7.0,9,2,1,139,25,WEEKEND_RUSH,0.69,MODERATE_RISK
JED-SHIFT-28388,2051-01-26T08:00:00Z,CLEAR,4987,37.0,22.0,7.0,7,3,2,167,14,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-12260,2036-05-08T08:00:00Z,CLEAR,9259,30.8,6.0,4.8,3,1,1,79,6,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-24652,2047-08-30T00:00:00Z,DUST_HAZE,4251,31.0,21.0,7.0,6,2,1,111,22,WEEKEND_RUSH,0.61,MODERATE_RISK
JED-SHIFT-08836,2033-03-24T00:00:00Z,CLEAR,9835,26.0,0.0,0.0,3,1,1,75,6,WEEKDAY_CALM,0.35,LOW_RISK
JED-SHIFT-02703,2027-08-18T16:00:00Z,CLEAR,9702,22.4,3.0,2.4,2,0,0,62,9,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-11316,2035-06-28T16:00:00Z,CLEAR,9315,26.0,7.5,0.0,3,1,1,95,6,WEEKDAY_CALM,0.35,LOW_RISK
JED-SHIFT-32736,2055-01-14T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,215,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-23126,2046-04-08T08:00:00Z,CLEAR,5725,35.0,25.0,5.0,5,3,2,105,16,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-12168,2036-04-07T16:00:00Z,CLEAR,9167,28.4,3.0,2.4,3,1,1,107,10,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-01752,2026-10-05T16:00:00Z,CLEAR,9751,21.2,16.5,1.2,3,1,1,71,10,WEEKDAY_CALM,0.31,LOW_RISK
JED-SHIFT-35754,2057-10-16T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,183,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-16334,2040-01-26T08:00:00Z,CLEAR,9333,23.6,19.5,3.6,1,1,1,73,8,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-22792,2045-12-18T00:00:00Z,DUST_HAZE,5391,31.0,21.0,7.0,6,2,1,171,18,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-39109,2060-11-08T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,188,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-12627,2036-09-07T16:00:00Z,CLEAR,9626,27.2,16.5,1.2,2,0,0,86,5,WEEKDAY_CALM,0.26,LOW_RISK
JED-SHIFT-14641,2038-07-11T00:00:00Z,CLEAR,9640,20.0,0.0,0.0,0,0,0,60,3,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-09833,2034-02-19T08:00:00Z,CLEAR,9832,22.4,10.5,2.4,0,0,0,112,3,WEEKDAY_CALM,0.32,LOW_RISK
JED-SHIFT-39652,2061-05-08T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,181,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-39888,2061-07-25T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,217,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-10685,2034-11-30T08:00:00Z,CLEAR,9684,24.8,6.0,4.8,0,0,0,64,7,WEEKDAY_CALM,0.24,LOW_RISK
JED-SHIFT-35718,2057-10-04T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,197,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-39096,2060-11-03T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,225,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-07427,2031-12-10T08:00:00Z,CLEAR,9426,27.2,1.5,1.2,2,0,0,106,5,WEEKDAY_CALM,0.26,LOW_RISK
JED-SHIFT-32622,2054-12-07T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,201,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-22520,2045-09-18T08:00:00Z,CLEAR,5119,39.0,19.0,7.0,9,3,2,139,19,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-20571,2043-12-08T16:00:00Z,CLEAR,3170,30.0,20.0,6.0,5,4,3,110,16,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-01892,2026-11-21T08:00:00Z,CLEAR,9891,21.2,1.5,1.2,3,1,1,91,6,WEEKEND_RUSH,0.31,LOW_RISK
JED-SHIFT-02635,2027-07-27T00:00:00Z,CLEAR,9634,24.8,13.5,4.8,2,0,0,114,5,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-29290,2051-11-23T00:00:00Z,DUST_HAZE,5889,39.0,24.0,5.0,9,2,1,109,20,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-05033,2029-10-03T08:00:00Z,CLEAR,9032,22.4,10.5,2.4,0,0,0,112,3,WEEKDAY_CALM,0.32,LOW_RISK
JED-SHIFT-16274,2040-01-06T08:00:00Z,CLEAR,9273,23.6,19.5,3.6,1,1,1,73,4,WEEKEND_RUSH,0.33,LOW_RISK
JED-SHIFT-38410,2060-03-20T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,189,20,WEEKEND_RUSH,0.88,HIGH_RISK
JED-SHIFT-16640,2040-05-07T08:00:00Z,CLEAR,9639,30.8,6.0,4.8,3,1,1,79,10,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-23823,2046-11-26T16:00:00Z,CLEAR,3422,32.0,17.0,6.0,7,4,3,162,20,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-23690,2046-10-13T08:00:00Z,CLEAR,3289,39.0,19.0,5.0,9,3,2,109,25,WEEKEND_RUSH,0.69,MODERATE_RISK
JED-SHIFT-08349,2032-10-12T16:00:00Z,CLEAR,9348,29.6,12.0,3.6,0,0,0,68,7,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-14016,2037-12-14T16:00:00Z,CLEAR,9015,26.0,7.5,0.0,3,1,1,95,10,WEEKDAY_CALM,0.35,LOW_RISK
JED-SHIFT-01944,2026-12-08T16:00:00Z,CLEAR,9943,23.6,12.0,3.6,3,1,1,83,10,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-40000,2061-09-01T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,229,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-08804,2033-03-13T08:00:00Z,CLEAR,9803,23.6,19.5,3.6,3,1,1,103,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-37376,2059-04-10T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,205,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-11852,2035-12-24T08:00:00Z,CLEAR,9851,21.2,1.5,1.2,3,1,1,91,6,WEEKDAY_CALM,0.31,LOW_RISK
JED-SHIFT-16188,2039-12-08T16:00:00Z,CLEAR,9187,28.4,3.0,2.4,3,1,1,107,6,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-26651,2049-06-26T08:00:00Z,CLEAR,3250,30.0,25.0,6.0,5,3,2,110,21,WEEKEND_RUSH,0.6,MODERATE_RISK
JED-SHIFT-20262,2043-08-27T16:00:00Z,CLEAR,9261,21.2,16.5,1.2,1,1,1,101,8,WEEKDAY_CALM,0.21,LOW_RISK
JED-SHIFT-27681,2050-06-04T16:00:00Z,CLEAR,4280,30.0,20.0,4.0,5,4,3,100,21,WEEKEND_RUSH,0.6,MODERATE_RISK
JED-SHIFT-11357,2035-07-12T08:00:00Z,CLEAR,9356,27.2,1.5,1.2,0,0,0,76,7,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-11334,2035-07-04T16:00:00Z,CLEAR,9333,23.6,12.0,3.6,1,1,1,113,8,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-16686,2040-05-22T16:00:00Z,CLEAR,9685,26.0,7.5,0.0,1,1,1,65,8,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-08174,2032-08-15T08:00:00Z,CLEAR,9173,23.6,19.5,3.6,1,1,1,73,8,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-17783,2041-05-23T08:00:00Z,CLEAR,9782,22.4,10.5,2.4,2,0,0,82,9,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-14359,2038-04-08T00:00:00Z,CLEAR,9358,29.6,4.5,3.6,2,0,0,78,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-08835,2033-03-23T16:00:00Z,CLEAR,9834,24.8,21.0,4.8,2,0,0,74,5,WEEKDAY_CALM,0.34,LOW_RISK
JED-SHIFT-27662,2050-05-29T08:00:00Z,CLEAR,4261,31.0,16.0,5.0,6,3,2,161,16,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-11492,2035-08-26T08:00:00Z,CLEAR,9491,21.2,1.5,1.2,3,1,1,91,6,WEEKDAY_CALM,0.31,LOW_RISK
JED-SHIFT-04276,2029-01-24T00:00:00Z,CLEAR,9275,26.0,0.0,0.0,3,1,1,75,6,WEEKDAY_CALM,0.35,LOW_RISK
JED-SHIFT-06762,2031-05-02T16:00:00Z,CLEAR,9761,21.2,16.5,1.2,1,1,1,101,4,WEEKEND_RUSH,0.21,LOW_RISK
JED-SHIFT-38801,2060-07-28T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,180,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-39445,2061-02-28T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,224,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-14631,2038-07-07T16:00:00Z,CLEAR,9630,20.0,7.5,0.0,2,0,0,110,9,WEEKDAY_CALM,0.3,LOW_RISK
JED-SHIFT-29052,2051-09-04T16:00:00Z,CLEAR,5651,31.0,26.0,7.0,6,4,3,111,20,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-38720,2060-07-01T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,199,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-10665,2034-11-23T16:00:00Z,CLEAR,9664,24.8,21.0,4.8,0,0,0,104,3,WEEKDAY_CALM,0.24,LOW_RISK
JED-SHIFT-19846,2043-04-11T00:00:00Z,CLEAR,9845,26.0,0.0,0.0,1,1,1,105,8,WEEKEND_RUSH,0.25,LOW_RISK
JED-SHIFT-24900,2047-11-20T16:00:00Z,CLEAR,4499,39.0,29.0,7.0,9,4,3,119,19,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-30281,2052-10-18T08:00:00Z,CLEAR,3880,30.0,25.0,4.0,5,3,2,140,21,WEEKEND_RUSH,0.6,MODERATE_RISK
JED-SHIFT-24148,2047-03-15T00:00:00Z,DUST_HAZE,3747,37.0,27.0,7.0,7,2,1,167,23,WEEKEND_RUSH,0.67,MODERATE_RISK
JED-SHIFT-36797,2058-09-29T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,226,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-10674,2034-11-26T16:00:00Z,CLEAR,9673,23.6,12.0,3.6,1,1,1,113,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-30939,2053-05-25T16:00:00Z,CLEAR,4538,38.0,23.0,6.0,8,4,3,158,17,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-22922,2046-01-30T08:00:00Z,CLEAR,5521,31.0,16.0,5.0,6,3,2,141,15,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-01714,2026-09-23T00:00:00Z,CLEAR,9713,23.6,4.5,3.6,1,1,1,93,4,WEEKDAY_CALM,0.33,LOW_RISK
JED-SHIFT-19581,2043-01-12T16:00:00Z,CLEAR,9580,20.0,7.5,0.0,0,0,0,80,7,WEEKDAY_CALM,0.2,LOW_RISK
JED-SHIFT-06951,2031-07-04T16:00:00Z,CLEAR,9950,20.0,7.5,0.0,2,0,0,110,9,WEEKEND_RUSH,0.3,LOW_RISK
JED-SHIFT-27800,2050-07-14T08:00:00Z,CLEAR,4399,39.0,19.0,7.0,9,3,2,139,14,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-17093,2040-10-05T08:00:00Z,CLEAR,9092,22.4,10.5,2.4,0,0,0,112,7,WEEKEND_RUSH,0.32,LOW_RISK
JED-SHIFT-26199,2049-01-26T16:00:00Z,CLEAR,5798,38.0,23.0,6.0,8,4,3,138,16,WEEKDAY_CALM,0.68,MODERATE_RISK
JED-SHIFT-26493,2049-05-04T16:00:00Z,CLEAR,3092,32.0,17.0,4.0,7,4,3,112,16,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-30340,2052-11-07T00:00:00Z,DUST_HAZE,3939,39.0,24.0,7.0,9,2,1,119,20,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-34586,2056-09-22T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,215,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-01257,2026-04-23T16:00:00Z,CLEAR,9256,27.2,16.5,1.2,0,0,0,116,3,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-27411,2050-03-06T16:00:00Z,CLEAR,4010,30.0,20.0,6.0,5,4,3,150,17,WEEKDAY_CALM,0.6,MODERATE_RISK
JED-SHIFT-04709,2029-06-17T08:00:00Z,CLEAR,9708,29.6,19.5,3.6,0,0,0,88,7,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-01768,2026-10-11T00:00:00Z,CLEAR,9767,28.4,18.0,2.4,3,1,1,87,10,WEEKDAY_CALM,0.27,LOW_RISK
JED-SHIFT-12055,2036-03-01T00:00:00Z,CLEAR,9054,24.8,13.5,4.8,2,0,0,114,9,WEEKEND_RUSH,0.34,LOW_RISK
JED-SHIFT-26287,2049-02-25T00:00:00Z,DUST_HAZE,5886,36.0,21.0,6.0,6,2,1,146,20,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-21569,2044-11-05T08:00:00Z,CLEAR,4168,38.0,28.0,4.0,8,3,2,148,24,WEEKEND_RUSH,0.68,MODERATE_RISK
JED-SHIFT-34721,2056-11-06T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,200,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-17657,2041-04-11T08:00:00Z,CLEAR,9656,27.2,1.5,1.2,0,0,0,76,3,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-06123,2030-10-01T16:00:00Z,CLEAR,9122,22.4,3.0,2.4,2,0,0,62,5,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-01037,2026-02-09T08:00:00Z,CLEAR,9036,27.2,1.5,1.2,0,0,0,76,7,WEEKDAY_CALM,0.36,LOW_RISK
JED-SHIFT-30433,2052-12-08T00:00:00Z,DUST_HAZE,4032,32.0,27.0,4.0,7,2,1,132,15,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-36301,2058-04-17T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,180,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-18431,2041-12-25T08:00:00Z,CLEAR,9430,20.0,15.0,0.0,2,0,0,70,9,WEEKDAY_CALM,0.3,LOW_RISK
JED-SHIFT-23207,2046-05-05T08:00:00Z,CLEAR,5806,36.0,16.0,6.0,6,3,2,106,22,WEEKEND_RUSH,0.66,MODERATE_RISK
JED-SHIFT-36521,2058-06-29T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,200,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-05366,2030-01-22T08:00:00Z,CLEAR,9365,26.0,15.0,0.0,1,1,1,85,8,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-17864,2041-06-19T08:00:00Z,CLEAR,9863,23.6,19.5,3.6,3,1,1,103,10,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-27036,2049-11-01T16:00:00Z,CLEAR,3635,35.0,20.0,7.0,5,4,3,175,20,WEEKDAY_CALM,0.65,MODERATE_RISK
JED-SHIFT-39833,2061-07-07T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,212,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-11058,2035-04-03T16:00:00Z,CLEAR,9057,28.4,3.0,2.4,1,1,1,77,4,WEEKDAY_CALM,0.37,LOW_RISK
JED-SHIFT-17426,2041-01-24T08:00:00Z,CLEAR,9425,26.0,15.0,0.0,1,1,1,85,4,WEEKDAY_CALM,0.25,LOW_RISK
JED-SHIFT-15759,2039-07-18T16:00:00Z,CLEAR,9758,29.6,12.0,3.6,2,0,0,98,9,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-29138,2051-10-03T08:00:00Z,CLEAR,5737,37.0,22.0,5.0,7,3,2,117,15,WEEKDAY_CALM,0.67,MODERATE_RISK
JED-SHIFT-20089,2043-07-01T00:00:00Z,CLEAR,9088,29.6,4.5,3.6,0,0,0,108,3,WEEKDAY_CALM,0.28,LOW_RISK
JED-SHIFT-35375,2057-06-12T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,204,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-28335,2051-01-08T16:00:00Z,CLEAR,4934,34.0,29.0,6.0,9,4,3,114,17,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-33482,2055-09-20T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,211,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-16093,2039-11-07T00:00:00Z,CLEAR,9092,22.4,18.0,2.4,0,0,0,72,7,WEEKDAY_CALM,0.32,LOW_RISK
JED-SHIFT-00684,2025-10-14T16:00:00Z,CLEAR,9683,23.6,12.0,3.6,3,1,1,83,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-07764,2032-03-31T16:00:00Z,CLEAR,9763,23.6,12.0,3.6,3,1,1,83,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-39048,2060-10-18T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,227,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-28775,2051-06-04T08:00:00Z,CLEAR,5374,34.0,19.0,6.0,9,3,2,154,16,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-23895,2046-12-20T16:00:00Z,CLEAR,3494,34.0,29.0,6.0,9,4,3,154,15,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-38231,2060-01-20T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,210,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-27852,2050-07-31T16:00:00Z,CLEAR,4451,31.0,26.0,7.0,6,4,3,111,17,WEEKDAY_CALM,0.61,MODERATE_RISK
JED-SHIFT-21887,2045-02-19T08:00:00Z,CLEAR,4486,36.0,16.0,6.0,6,3,2,146,16,WEEKDAY_CALM,0.66,MODERATE_RISK
JED-SHIFT-27572,2050-04-29T08:00:00Z,CLEAR,4171,31.0,16.0,7.0,6,3,2,151,22,WEEKEND_RUSH,0.61,MODERATE_RISK
JED-SHIFT-02783,2027-09-14T08:00:00Z,CLEAR,9782,22.4,10.5,2.4,2,0,0,82,9,WEEKDAY_CALM,0.22,LOW_RISK
JED-SHIFT-30235,2052-10-03T00:00:00Z,DUST_HAZE,3834,34.0,24.0,6.0,9,2,1,174,20,WEEKDAY_CALM,0.64,MODERATE_RISK
JED-SHIFT-28680,2051-05-03T16:00:00Z,CLEAR,5279,39.0,29.0,7.0,9,4,3,139,19,WEEKDAY_CALM,0.69,MODERATE_RISK
JED-SHIFT-29943,2052-06-27T16:00:00Z,CLEAR,3542,32.0,17.0,6.0,7,4,3,122,15,WEEKDAY_CALM,0.62,MODERATE_RISK
JED-SHIFT-35900,2057-12-04T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,229,12,WEEKDAY_CALM,0.9,HIGH_RISK
JED-SHIFT-19859,2043-04-15T08:00:00Z,CLEAR,9858,29.6,19.5,3.6,2,0,0,118,5,WEEKDAY_CALM,0.38,LOW_RISK
JED-SHIFT-38469,2060-04-08T16:00:00Z,DUST_HAZE,1800,35.0,25.0,6.0,6,8,4,198,19,WEEKDAY_CALM,0.86,HIGH_RISK
JED-SHIFT-38789,2060-07-24T08:00:00Z,EXTREME_HEAT,7000,46.5,20.0,9.5,12,2,1,218,12,WEEKEND_RUSH,0.9,HIGH_RISK
JED-SHIFT-07364,2031-11-19T08:00:00Z,CLEAR,9363,23.6,19.5,3.6,3,1,1,103,6,WEEKDAY_CALM,0.23,LOW_RISK
JED-SHIFT-05100,2029-10-25T16:00:00Z,CLEAR,9099,30.8,21.0,4.8,3,1,1,119,6,WEEKDAY_CALM,0.39,LOW_RISK
JED-SHIFT-37870,2059-09-22T00:00:00Z,SANDSTORM,300,38.0,55.0,7.0,8,3,2,199,20,WEEKDAY_CALM,0.88,HIGH_RISK
JED-SHIFT-14896,2038-10-04T00:00:00Z,CLEAR,9895,26.0,0.0,0.0,3,1,1,75,10,WEEKDAY_CALM,0.35,LOW_RISK
